"CN","GDP","FDINI","NFA","GDPg","GDPpcg","GCaFg","Ind1","ind2","Ser","ExGSgp","ADRold","ADRyoun","PPg","PPf","PPm","PP1519f","PP1519m","PP2024f","PP2024m","PP2529m","PP2529f","PP65above","PP65afnum","PP65af","PP1564m","PP1564f","Lab1524f","Lab1524m","Lab1524tot","Labf","Labtot","RFtoMlabpartcp"
"Cambodia",1.52e+10,1.87e+09,-1.65e+09,7.356665149,5.599918784,14.11820111,10.7261557,9.822108948,8.503201797,14.02213866,6.146968697,50.20216108,1.649900824,51.24087988,48.75912012,10.36190153,11.50293586,9.482619418,10.28633721,9.840394379,9.827654991,3.931565661,351441,4.565498755,63.1991432,64.68293296,75.7539978,78.05500031,76.93000031,50.02291918,8647778,91.41415114
"Cameroon",3.23e+10,5.47e+08,-1.18e+09,5.40426571,2.613702643,6.811978494,6.891534964,5.870892131,4.396643021,4.150221849,5.961572998,80.92654612,2.683162908,49.98159608,50.01840392,10.49979157,10.63402599,9.40664302,9.489825508,8.210920339,8.190580968,3.189915456,375374,3.468019577,53.43989015,53.57606779,52.82699966,61.02399826,56.94900131,46.81019461,9352279,87.00181354
"CentralAfricanRepublic",1.52e+09,1852792.612,,-36.69995244,-36.82989636,-64.96333248,-23.18495205,-13.49775323,-28.02809235,-27.91564594,6.979911145,81.96840541,0.20549349,50.67165105,49.32834895,10.86273947,10.99609075,8.973571205,9.057098847,7.552463116,7.542024279,3.694084855,92948,4.07657548,52.89585048,52.95228045,51.13999939,55.78900146,53.44599915,45.21326082,1830505,79.16568296
"Chad",1.29e+10,5.2e+08,,5.700001363,2.251774958,1.028331063,20.90796992,26.70000011,9.075665238,-13.70000043,5.045462454,97.35972707,3.3166752,49.96371136,50.03628864,11.01677713,11.12076889,8.973140621,9.029256371,7.231996664,7.187884599,2.492753504,176788,2.694106151,49.24553683,49.56636881,57.14899826,57.02899933,57.0890007,45.57455292,4878863,82.69836299
"Comoros",6.19e+08,4230442.065,,3.499999994,1.03889143,6.369970312,3.118041616,2.000000762,2.865418416,2.000000174,5.132631117,71.65322792,2.406610626,49.57640148,50.42359852,10.51328714,10.68220052,9.486658451,9.604084591,8.429684428,8.368900822,2.903304113,11796,3.208826722,56.49102818,56.64193944,14.45899963,13.91899967,14.18500042,41.17703538,187471,70.29712694
"CongoDemRep",3.27e+10,2.1e+09,-2.93e+09,8.481956636,4.926509155,-0.726588197,10.45098692,10.05362765,9.4,10.52661785,5.962194047,91.68630374,3.332366856,50.16460325,49.83539675,10.1951528,10.33149782,8.556401168,8.642861271,7.153875117,7.13328093,3.016564312,1194939,3.340113318,50.41455094,50.77400246,51.86800003,42.84400177,47.34400177,49.82566252,27724675,96.81424165
"CongoRep",1.41e+10,1.88e+09,1.7e+09,3.440705249,0.871120616,16.54562022,-3.319167534,8.899987719,8.106001996,-10.0000497,6.168705696,77.81995153,2.515488389,49.97844843,50.02155157,9.641201125,9.696342145,8.29693183,8.319108553,7.662826222,7.650653374,3.352764126,85970,3.62028793,54.3619129,54.34049235,44.5,44.23500061,44.36700058,48.57583102,1915819,93.70400735
"CotedIvoire",3.13e+10,4.07e+08,-1.57e+08,8.889421302,6.17436763,23.21258426,28.83545941,12.50762132,-14.8800557,-5.208608243,5.350751928,79.93250407,2.525016356,49.14078183,50.85921817,11.04397969,10.84082266,9.115352708,8.955752526,7.350912451,7.544281001,2.887876672,286949,2.658309876,54.29979094,53.63164192,32.33499908,43.03499985,37.72800064,39.66565104,7361291,69.39550535
"Djibouti",1.32e+09,2.86e+08,-96600000,,,,,,,,6.265227615,52.6225607,1.744038293,49.78565614,50.21434386,10.60250032,10.73407556,10.37984154,10.46889956,9.32802093,9.301940088,3.94317756,18908,4.235444858,62.94665165,62.92888135,40.60699844,42.11999893,41.37099838,41.03169699,354387,69.59261284
"EgyptArabRep",2.89e+11,4192200000,-4933400000,2.185466054,-0.083564439,-8.420268256,0.605940563,2.267223496,3.288935998,4.515659141,7.953343772,52.43307944,2.245526458,49.46582258,50.53417742,8.91117755,9.145614662,9.347065976,9.478502569,9.181400839,9.140245259,4.958863483,2522547,5.678344961,62.42886365,62.26824821,18,48.20000076,33.4109993,23.09940308,29844308,30.11590821
"ElSalvador",21977401900,2.45e+08,-1.39e+09,2.375194341,1.891535772,-1.803588398,0.578047901,0.391251541,1.968728123,4.584910149,12.11194137,46.87787895,0.473556779,52.84631197,47.15368803,10.32024613,11.581458,9.297330581,9.7355359,7.49917726,7.868639359,7.618060923,268383,8.12468611,61.04995131,64.54651602,32.35300064,60.27099991,46.09600067,42.20881873,2741574,61.06923839
"Eritrea",,43900000,,,,,,,,,,,,,,,,,,,,,,,,,69.26100159,76.56900024,72.93900299,,,86.060296
"Ethiopia",4.76e+10,1.34e+09,-3.17e+09,10.58227004,7.734564359,9.440736493,24.10271591,16.93357718,9.050249168,0.275164868,6.351065212,79.54846314,2.608930467,50.08310031,49.91689969,11.52250431,11.80096186,9.287032332,9.443240508,7.570562845,7.634950831,3.416396625,1724225,3.628212243,53.427378,54.15644173,74.82299805,81.41200256,78.14600372,46.88814724,45196499,86.23228938
"GambiaThe",8.99e+08,68300000,-74200000,4.788921982,1.56526567,-24.53513247,3.716788143,2.499997357,7.485481568,-0.311295583,4.624962972,89.31077715,3.124645665,50.49127885,49.50872115,10.60204516,10.78008237,9.020238602,8.898016471,7.464821934,7.855240733,2.384791462,21377,2.277055816,50.59264707,52.51533873,37.31900024,46.15599823,41.70000076,43.92663634,596317,74.42380914
"Georgia",1.61e+10,1.03e+09,-8.93e+08,3.387043755,4.72866588,-11.60095159,2.418473446,8.017349241,3.605270926,20.28570384,21.37774261,27.25679601,-1.2893219,52.33922537,47.66077463,6.018514365,7.111397372,7.213310924,8.12782987,7.876677697,7.051901706,14.38274702,336018,17.00213308,68.21205893,66.42990481,27,51.58800125,39.58599854,45.68235613,2055774,73.17590443
"Ghana",4.78e+10,3.227e+09,-5.7e+09,7.312525021,4.814854481,-23.85288939,6.643671205,-0.495356647,8.526118469,-3.604920995,5.988999116,68.16170042,2.354986875,50.3722655,49.6277345,10.23927522,10.8398922,9.158981292,9.486979282,8.075152617,8.326569942,3.438975056,503570,3.794456313,56.67172745,58.16120814,52.74700165,56.52799988,54.66799927,49.64314299,12306610,93.66553885
"Guinea",8.26e+09,190000,740600000,3.934784025,1.636142317,-12.6597515,-5.024347275,,9.382477964,-9.669413949,5.703602566,79.89393705,2.236442241,49.92327043,50.07672957,10.56430821,10.75993528,9.002408039,9.157591711,7.631427398,7.536680094,3.073102465,190204,3.302462957,53.89074187,53.86926098,50.35900116,39.77299881,45.01100159,48.8966689,4238211,95.24212936
"GuineaBissau",1.05e+09,19600000,-10400000,3.25590425,0.593533571,4.597260357,4.69961693,1.454576568,3.412863295,16.79794408,5.131355722,76.10602014,2.612243724,50.89156099,49.10843901,10.60864566,10.87346943,9.647251021,9.64017085,8.17641595,8.370922808,2.831290013,26933,3.147349182,54.65508451,55.67932166,49.29000092,52.38299942,50.81900024,47.06100362,696139,83.3501971
"Haiti",8.45e+09,1.62e+08,-9.91e+08,4.234052891,2.809536875,7.729091008,5.811700891,2.086956522,3.652968037,4.987088444,7.469363729,56.85096762,1.376075923,50.54699209,49.45300791,10.40444154,10.81577056,9.777468021,9.954140747,9.14738774,9.11641491,4.545611409,263663,5.000293953,60.33531259,61.36678709,31.9090004,38.93199921,35.43299866,47.79001436,4566998,86.92040955
"Honduras",1.85e+10,1.07e+09,-2.01e+09,2.791559757,0.985254206,-11.44331991,1.909010014,3.373081956,3.486701325,-1.281047036,6.891701696,56.14545581,1.77287379,50.15718224,49.84281776,10.8448104,11.25979194,9.916750739,10.20616488,8.900086298,8.772778636,4.227074246,199977,4.605111202,60.95795781,61.71114296,30.82099915,71.18599701,51.27700043,34.89456784,3604498,52.04666371
"India",1.86e+12,2.82e+10,-4.8e+10,6.386106401,5.096691727,-3.706654969,3.785891904,4.96584744,7.659995074,0,8.292575681,45.48317783,1.219418944,48.14714803,51.85285197,9.373885858,9.661873308,9.038163893,9.213914628,8.666823703,8.620125454,5.392641877,36187879,5.878556543,64.98796309,65.0747581,17.2310009,50.73899841,34.81399918,24.2352897,485906723,33.95250027
"Indonesia",9.13e+11,2.33e+10,-2.93e+10,5.557263689,4.23837264,2.84675099,4.34215208,4.368904419,6.390223046,4.166957513,7.468070764,42.48562327,1.257326841,49.59315745,50.40684255,8.687738337,9.000752014,8.53738802,8.698095812,8.454894982,8.483476834,4.980251278,6969722,5.576189881,66.78838279,66.58453979,39.88700104,60.77999878,50.56100082,37.49496223,121651092,60.14390099
"Kenya",5.51e+10,1.12e+09,-4.83e+09,5.878689477,3.091071126,-0.311659514,5.33206578,5.600074127,5.413805903,-2.162717422,4.541382715,76.35786881,2.668121659,50.29522151,49.70477849,10.66407023,10.86966318,9.3531676,9.470857929,8.740655639,8.693380659,2.510448593,618855,2.744883817,54.91393014,55.6405698,34.08599854,39.76300049,36.93099976,47.91631085,17055831,89.05160363
"Kiribati",1.87e+08,-131575.3582,18700000,5.782166321,3.908915078,,44.44444444,0,3.653881666,,5.91742773,57.92135255,1.786724609,50.73481309,49.26518691,10.39536531,11.05521059,9.236692516,9.820827411,8.670606718,8.601056971,3.611738149,2366,4.296896282,60.3463754,61.70931478,,,,,,
"KoreaDemPeoplesRep",,88718000,,,,,,,,,13.86074919,31.57766312,0.52946341,51.11084572,48.88915428,7.616038386,8.333741287,7.565805573,8.208882768,7.764788555,7.179055979,9.53032213,1532694,12.00178974,70.35730887,67.22756451,76.01699829,73.95600128,74.96499634,47.88079685,15766563,85.73808616
"Kosovo",7.07e+09,3.72e+08,-1.75e+08,3.431230009,2.359550689,-0.350575946,8.451038496,6.499178386,3.893501288,-1.642812694,,,1.041532574,,,,,,,,,,,,,,,,,,,
"KyrgyzRepublic",7.34e+09,612016900,-6.25e+08,10.91546938,8.735789199,5.077568505,30.52922143,46.96418765,12.28223969,12.33832662,6.627870604,46.68007401,1.984738667,50.48604721,49.51395279,9.258481613,9.815373671,10.3902345,10.75596982,9.741464865,9.481653971,4.323245965,150180,5.200849895,65.16052602,65.29446798,35.72999954,58.55599976,47.29399872,40.25975018,2487005,64.3068206
"LaoPDR",1.19e+10,4.27e+08,-1.59e+09,8.026300226,6.705811096,0.214859775,7.702769068,3.519301596,9.73241531,19.362,6.152314856,56.14539268,1.229909926,50.18886582,49.81113418,11.12523374,11.49803726,10.51493383,10.80684993,8.949515813,8.820126735,3.790758939,138654,4.253783887,61.28389592,61.94392162,65.75700378,59.25500107,62.46900177,49.95160835,3317721,96.67694707
"Lesotho",2.53e+09,50400000,99800000,1.843045061,0.52354392,-5.504101398,-8.961966269,-2.500116757,4.645871217,-8.291723892,7.450070631,61.05919102,1.304088632,51.52987538,48.47012462,11.26999635,12.09952762,10.37225706,11.1545687,9.885626647,9.248501935,4.421163892,55243,5.063176283,58.66608593,59.98144947,37.8409996,52.97800064,45.45000076,46.67247028,893696,78.98244565
"Liberia",1946500000,700267800,-799127264,8.703875016,6.047886558,12.8418093,61.7370899,1.588532738,8.527119118,1.910828025,5.633075582,79.41445025,2.473669013,49.63627078,50.36372922,10.24518274,10.40664055,8.636435422,8.735570845,7.774360656,7.721535884,3.044123696,69895,3.285224925,53.72738782,54.35744112,30.40099907,31.44099998,30.9279995,48.18205617,1371357,92.52936347
"Madagascar",1.06e+10,5.65e+08,-4.81e+08,2.25520404,-0.481736333,-2.728790809,22.19058455,,0.831830583,29.99841545,5.12963826,77.47529469,2.713050713,50.16247664,49.83752336,11.04963761,11.07471319,9.093722109,9.112327799,7.59998871,7.549288584,2.809145502,348323,3.024193688,54.56352631,54.9612255,75.94499969,79.26899719,77.60399628,49.27731072,11611906,95.14164209
"Malawi",5.52e+09,4.51e+08,-7.49e+08,5.199999998,2.154881414,13.38288469,3.470267244,8.80908194,6.293732097,88.48912459,5.777970124,87.75399605,2.937319344,50.50894152,49.49105848,11.18225694,11.4056971,9.64912815,9.765794549,8.042812669,7.928263694,2.985537861,280839,3.354125306,51.29738925,52.03715109,63.3370018,68.14900208,65.73799896,47.86716506,7020984,87.55693629
"Mali",1.32e+10,3.08e+08,-1.49e+08,2.303584809,-0.621567621,4.107387123,3.755429361,,8.720419192,2.54846612,5.292482082,96.91384673,2.900960243,50.00981319,49.99018681,10.29132121,10.5178498,8.517174753,8.663101903,7.211095588,7.116900062,2.617367178,240210,2.914983825,48.96594658,49.94277064,51.48300171,67.80000305,59.72000122,42.04775275,5994796,70.36978401
"Mauritania",5.72e+09,1.13e+09,-1.55e+09,6.090258732,2.973527881,-0.784544853,11.02380743,8.096038931,4.755395609,1.200149089,5.502720207,72.27799092,2.981828494,49.69543879,50.30456121,10.29134155,10.46701355,9.059970445,9.253273004,8.108596884,7.92273182,3.095229045,70378,3.588762438,56.34040148,56.15660054,22.44300079,43.26900101,33.01800156,31.05667674,1156418,44.98994382
"MicronesiaFedSts",316040600,8e+05,16032700,-3.858525094,-4.043016749,,-19.59733014,-13.36244192,-0.617707618,,6.703237467,57.70999144,0.192080366,48.84039383,51.15960617,12.4765534,12.59707457,10.79234703,11.53208173,9.694262233,8.744841748,4.07706698,2346,4.632061129,60.97602352,60.66894387,,,,,,
"Moldova",7.99e+09,241880000,-298400000,9.400000099,9.429297912,12.10000029,7.599999827,9.200003916,2.636068809,9.600000258,13.41581611,21.41628443,-0.026776865,51.91692557,48.08307443,6.370888319,7.119424901,8.74104439,9.79082447,10.63544313,9.460946303,9.950014293,221280,11.97726815,75.24455738,73.16883613,18.14699936,23.34799957,20.79400063,48.79141204,1241366,86.02484215
"Mongolia",1.26e+10,2.06e+09,-4.68e+09,11.64891619,9.513267652,1.351514612,14.64154188,10.25486346,7.843627067,12.83945877,5.6268158,40.89381914,1.931356334,50.44662027,49.55337973,8.357388525,8.690630763,10.09026051,10.44383705,10.53780654,10.13254422,3.840288982,63532,4.389490979,68.24414906,68.2555069,27.61400032,38.80099869,33.25999832,45.61895853,1237902,81.13019827
"Morocco",1.07e+11,3.36e+09,-7.41e+09,4.5354242,3.012707323,5.000673576,0.592667356,-0.717017975,1.945210324,-0.01958396,9.427873531,42.35549564,1.462177754,50.60586077,49.39413923,8.683079093,9.293983948,8.963718901,9.312754015,8.547670312,8.743608446,6.211400882,1148117,6.707342828,65.33876827,66.41512994,17.56999969,51.10699844,34.57899857,26.05987575,12003223,33.42204313
"Mozambique",1.6e+10,6.7e+09,-5.81e+09,7.1416833,4.070366728,47.82775849,6.495601077,4.146194098,7.826513477,2.16071845,6.09963265,88.73721203,2.908482804,51.31061016,48.68938984,10.43559488,10.92198175,8.630820573,8.947082419,7.366247701,7.275667622,3.130636128,480915,3.54562033,50.34988686,52.25035177,75.20400238,67.12799835,71.18800354,54.97572358,11417254,110.1492857
"Myanmar",6.03e+10,2.25e+09,3.56e+09,8.426001025,7.45301583,,11.40697224,9.537695165,10.31420692,,7.688158982,43.53357174,0.901423211,51.17710268,48.82289732,8.952751897,9.380127696,8.436741303,8.718256857,8.29675471,8.057458477,5.084030546,1489358,5.656572056,65.85363232,66.38991447,54.94300079,69.41600037,62.15399933,40.92867285,24323894,64.53163972
"Nepal",1.93e+10,74200000,1.39e+09,4.128877676,2.880963551,23.48472158,2.671876325,3.715042007,6.185905468,10.32577976,8.568922843,56.75007076,1.205671416,51.44944616,48.55055384,10.98391774,11.42744809,9.629485785,8.841723459,7.203807633,8.393012308,5.183265792,766760,5.325355718,58.75451893,62.13031453,76.86699677,75.81300354,76.35900116,51.29741816,15417273,93.98213685
"Nicaragua",1.1e+10,815500000,-1255900000,4.927094063,3.715792807,3.472798511,9.109151251,6.534400265,4.807716801,3.815564202,7.618477265,48.48573001,1.161136987,50.72335799,49.27664201,9.847474037,10.70480453,9.682613367,10.28645718,9.484166831,9.228284945,4.880379202,162046,5.373091768,63.28468713,64.81295675,32.0870018,70.41300201,51.66400146,38.1301349,2689563,57.71517242
"Niger",7.67e+09,7.19e+08,-5.94e+08,5.268414897,1.299431311,5.792745353,12.72029813,16.47728896,6.685763811,8.942330934,5.330681268,106.2432808,3.843262333,49.94864425,50.05135575,10.23953247,9.961305035,8.061532939,7.213438832,5.791070611,6.628395189,2.519535587,254215,2.762089377,46.57278979,47.95846158,59.10599899,83.8010025,71.0739975,43.51132547,7254178,74.33895498
"Nigeria",5.15e+11,5.56e+09,-7.69e+09,5.394416311,2.614625618,7.816524039,2.162884979,21.79709983,8.383539356,-21.7365175,5.201689917,83.35299432,2.672918606,49.37718336,50.62281664,10.16702786,10.2312479,8.687671587,8.718694572,7.612920202,7.574077514,2.758716888,2485442,2.929409507,52.81374912,53.26185486,21.17300034,26.22599983,23.73800087,45.34175642,52823397,83.8585801
"Pakistan",2.31e+11,1.333e+09,-4.616e+09,4.396456633,2.212692738,2.77734678,0.750434911,4.845250545,5.133263873,13.58083445,7.447198865,58.9899464,2.113986943,48.62145603,51.37854397,10.50812275,10.57103166,9.926667866,9.84140696,8.65947807,8.78319075,4.474481254,3930448,4.44865848,59.7053843,60.48158381,19.61300087,63.60699844,42.20399857,21.15886273,61333632,28.04194834
"PapuaNewGuinea",2.13e+10,18200000,-2.04e+09,3.82993118,1.614237904,,1.95620673,1.746724891,4.270508827,,5.994112597,63.19163116,2.157062132,49.13378524,50.86621476,10.15962051,10.39945606,8.798950106,8.966620596,8.107059134,7.988825573,3.542918253,152690,4.092840384,59.08222822,59.1319608,55.97000122,54.06800079,54.99300003,48.78752131,3360224,96.86154416
"Philippines",2.72e+11,3.74e+09,7.32e+09,7.064024264,5.308934105,27.94477801,9.236057264,10.26010463,6.987732222,-0.970582437,6.985922009,52.2930448,1.652875328,49.5653777,50.4346223,10.09645625,10.41346217,9.29550351,9.404821572,8.08614162,8.035879257,4.385966427,2473270,5.066879088,62.78408982,62.78175343,33.18500137,52.64599991,43.10599899,39.2796084,41207282,64.51625964
"Rwanda",7.62e+09,2.58e+08,-4.33e+08,4.658872927,2.045529713,8.161280605,9.350142481,4.644716832,5.240174672,18.62856486,4.864980493,73.90971944,2.528714856,50.99658785,49.00341215,10.04146485,10.19022541,9.259679325,9.392132938,9.426306603,9.43797569,2.721291377,174661,3.095261049,55.52595354,56.33064628,78.04599762,77.5,77.77600098,51.36013651,5629582,98.78783863
"SaoTomeandPrincipe",3.03e+08,12200000,3.5e+07,4.814794387,2.485888052,,8.550973439,6.029421111,3.945232682,,6.095553558,82.79490623,2.246981818,50.22186581,49.77813419,10.3097722,10.5681452,9.10687673,9.311566964,7.976586833,7.831594635,3.227030928,3386,3.604428359,52.76876812,53.10943155,22.74699974,52.41600037,37.68999863,35.59591262,61066,53.72359929
"Senegal",1.49e+10,3.11e+08,-1.17e+09,3.455471651,0.40164817,16.94750086,4.017565799,2.72271891,4.602654253,7.837711522,5.632738845,80.26436286,2.996267138,50.97538103,49.02461897,10.37114899,10.89351915,9.211059184,9.544774478,8.130315957,8.070794626,3.030030481,242279,3.36597206,52.77703502,54.7707516,31.24500084,52.14500046,41.71500015,41.12300309,4554609,64.07782308
"SierraLeone",4.92e+09,4.3e+08,-6.32e+08,20.71576829,17.99566603,-20.72879982,97.4779254,2.449236025,6.297463401,37.30694943,4.619133253,80.09706963,2.279086462,50.55052102,49.44947898,10.78874366,10.7377827,9.138427165,9.122968262,7.894489286,7.855142982,2.500664901,88800,2.537761346,53.80320147,54.46381647,35.63399887,26.29800034,31.02499962,50.26961328,2305339,97.60612961
"SolomonIslands",1.13e+09,53400000,49300000,3.017849444,0.827376691,,,,,,6.028096741,71.15273358,2.149235586,49.19043428,50.80956572,10.31912668,10.80686509,8.72818315,8.755300051,7.217499424,7.803199203,3.40222852,9461,3.41313304,55.79495526,57.10513215,55.2140007,64.52799988,60.00799942,43.51269817,241649,77.81598468
"Somalia",6.49e+09,2.58e+08,,,,,,,,,5.325011604,93.87996444,2.846741668,50.15106587,49.84893413,10.89282531,10.96509391,8.726446679,8.599328143,6.832645493,7.050911219,2.673131821,182600,2.772541935,49.88846434,50.50898768,12.9630003,51.28300095,32.0379982,19.82585705,3187726,24.20080966
"SouthSudan",1.49e+10,-7.93e+08,,29.32350278,25.16719036,,,,,,6.400687452,79.2388465,3.266667217,49.95778567,50.04221433,10.88605831,11.03823036,9.242404625,9.304205268,7.60032252,7.606075405,3.44791183,206722,3.702026299,53.63127653,54.10480938,64.2460022,60.24200058,62.23199844,48.899245,4661982,94.22682318
"SriLanka",7.43e+10,9.33e+08,-3.06e+09,3.395722774,2.592064011,-8.831152607,4.100956991,2.950610231,3.77301693,6.636363637,12.74976059,37.55985824,0.780301448,51.66097642,48.33902358,7.463952566,7.996330421,7.475136425,7.557567202,7.233107964,7.528443636,8.482331739,989370,9.303480415,66.352927,66.69465775,24.9109993,46.98099899,35.80199814,33.93979149,8498965,46.78271581
"Sudan",7.21e+10,1.69e+09,-4.13e+09,4.394711132,1.959133191,4.603707384,9.17493258,,2.208891721,2.873169566,6.211834246,77.46837466,2.36069365,50.09258094,49.90741906,10.68607233,10.98855071,8.863673227,9.024062085,7.312514566,7.430150613,3.381874554,667688,3.61712619,53.97093836,54.91257037,16.15500069,41.40200043,28.90299988,25.21690684,10010173,32.78467764
"Swaziland",4.56e+09,81800000,8.08e+08,6.420804855,4.470763397,0.041744215,4.235648468,3.069200229,8.637797746,12.20725419,5.272005033,65.29958721,1.849383599,51.51962978,48.48037022,11.50931529,12.27009988,11.21788805,11.95634717,10.08567364,9.635112938,3.090787255,23492,3.586280173,57.77251792,59.42978573,31.95400047,45.66999817,38.82300186,40.90467485,417896,62.36596137
"SyrianArabRepublic",,,,,,,,,,,6.434632853,64.03861141,-3.04056434,49.48247877,50.51752123,10.30442296,10.87084692,8.507891153,9.007417344,8.454109418,8.325153924,3.774570538,398711,4.067627465,58.44526568,58.87982854,8.541000366,48.48600006,29.27000046,14.82420939,5255201,17.48148241
"Tajikistan",8.51e+09,125482830,-1.91e+08,7.40000057,4.99996556,5.012968692,8.820862532,8.922146345,5.298648339,5.535443323,5.381757892,57.34827428,2.260016522,49.67210048,50.32789952,10.50976222,10.78720127,10.37200062,10.4101591,9.224922978,9.305136026,3.307169439,138806,3.417107942,60.85593772,62.05463198,36.27299881,55.22000122,45.88000107,39.1424339,3134289,63.75598231
"Tanzania",4.44e+10,2.09e+09,-4.51e+09,7.263060997,3.977610373,9.439358406,9.532735139,6.475645746,7.351968464,0.621241045,6.020833864,87.83005438,3.116185469,50.61199421,49.38800579,10.35240962,10.60596755,9.032199233,8.811554613,7.39579842,7.659737786,3.105909866,856410,3.341672068,51.05679683,52.10282522,69.35199738,72.15000153,70.73500061,49.51117445,23117961,93.06130364
"TimorLeste",5.65e+09,55900000,2.37e+09,-11.00132909,-13.07577002,-21.79521999,-14.76246913,,3.582158539,-19.93156544,6.402340417,86.09142253,2.358461664,49.21396831,50.78603169,11.81593277,11.94993125,8.22115929,8.208075572,6.747376944,6.77024537,3.325998889,21092,3.618620834,52.02288306,51.87450461,9.559000015,16.54599953,13.11800003,31.66714999,262076,47.45418045
"Togo",4.08e+09,1.84e+08,-2.48e+08,3.967792633,1.2594729,6.05640032,5.249839779,1.029304335,5.82112084,-16.2658304,5.039785946,77.17529101,2.639490384,50.18880591,49.81119409,10.12354124,10.25207971,9.018462582,9.132865626,8.154408445,8.065642725,2.765844643,104982,2.969980234,54.82051072,54.93945718,64.03500366,64.52400208,64.27999878,49.16832788,3165851,95.12158322
