"CN","GDP","FDINI","NFA","GDPg","GDPpcg","GCaFg","Ind1","ind2","Ser","ExGSgp","ADRold","ADRyoun","PPg","PPf","PPm","PP1519f","PP1519m","PP2024f","PP2024m","PP2529m","PP2529f","PP65above","PP65afnum","PP65af","PP1564m","PP1564f","Lab1524f","Lab1524m","Lab1524tot","Labf","Labtot","RFtoMlabpartcp"
"Cambodia",1.28e+10,1.37e+09,-5.91e+08,7.069569946,5.381940556,9.779927441,14.47840059,16.16697346,4.83881669,18.88447803,5.999699999,52.02148705,1.588753014,51.26349164,48.73650836,10.95269871,12.29043286,8.838733285,9.222062313,12.01495951,11.8843431,3.796769351,327459,4.393872283,62.37588492,64.14532375,76.98300171,78.80400085,77.90899658,50.17727201,8307572,91.56269996
"Cameroon",2.93e+10,6.52e+08,-7.15e+08,4.129277161,1.338592131,12.12778463,3.365402061,7.885208371,4.285156711,7.796757568,6.023702653,81.40078117,2.716586939,49.99135009,50.00864991,10.67618611,10.8264492,9.5336741,9.611890394,8.150352397,8.132731189,3.213935837,358556,3.495226568,53.28368803,53.42598608,53.04199982,61.34700012,57.2179985,46.76695348,8825221,86.79560548
"CentralAfricanRepublic",2.2e+09,36900000,,3.300719157,2.663119801,-12.58301363,5.105407471,2.355240656,3.213143712,5.119448257,6.901423509,80.03287526,0.619139161,50.6660307,49.3339693,10.71134559,10.83015587,9.214312013,9.274451378,7.790522855,7.792414518,3.691897931,92157,4.063565833,53.47191907,53.51717569,50.37400055,54.45500183,52.39599991,45.68071115,1833531,80.75111901
"Chad",1.22e+10,281900000,,0.082869798,-3.186664669,-17.35358439,8.686288682,11.24999987,5.036501897,7.425705228,5.198479563,98.94594098,3.321379431,49.97734496,50.02265504,10.92438644,11.03249786,8.845397835,8.920514219,7.151927604,7.100445751,2.546471537,169436,2.758850217,48.82141402,49.14858544,57.76900101,58.00699997,57.88899994,45.41364586,4549278,82.065339
"Comoros",5.86e+08,23100000,15200000,2.600000088,0.149312043,5.678836972,3.095864751,2,0.653355221,2.000000008,5.233167409,72.75825759,2.417574078,49.58971267,50.41028733,10.67753075,10.85044976,9.634407375,9.748222849,8.341662268,8.291047119,2.940123328,11432,3.26265019,56.11306389,56.25189075,14.69699955,14.4119997,14.55200005,40.89461756,176500,69.41619975
"CongoDemRep",2.58e+10,1686900000,-1.97e+08,6.87467089,3.365772615,68.07726315,15.65797081,1.7854,7.656740002,25.01772596,5.916917635,91.18740635,3.338295978,50.19917904,49.80082096,10.22540438,10.38816041,8.560351043,8.653223601,7.170517722,7.144045995,3.001921782,1117487,3.336810226,50.56285804,50.90489374,51.64500046,42.47900009,47.04999924,49.84464211,25978726,96.74809485
"CongoRep",1.44e+10,2.98e+08,1.77e+09,3.420665681,0.53220782,36.57820814,-0.978080558,7.99958348,6.82974278,10.51678147,6.107480576,76.67746511,2.832665164,49.98169618,50.01830382,9.57941667,9.633012078,8.574421844,8.605139319,8.011878507,7.992431061,3.341347699,81344,3.606418702,54.72894126,54.68926649,44.26200104,43.6269989,43.94300079,48.67636638,1826034,94.11231869
"CotedIvoire",2.54e+10,3.02e+08,2.77e+09,-4.387254788,-6.647608026,-65.82722197,-7.649659256,-13.36741979,-7.100408396,3.177602863,5.366644948,81.31175561,2.392463591,49.03176143,50.96823857,10.89747037,10.67014811,8.998909846,8.783289048,7.268675022,7.517329096,2.874807654,272178,2.656602645,53.9691834,53.15117379,33.35300064,45.45899963,39.45500183,38.85186124,7082245,67.52160513
"Djibouti",1.24e+09,7.9e+07,-1.51e+08,,,,,,,,6.050381361,55.19697444,1.722848092,49.7722727,50.2277273,10.79855778,10.93836936,10.69345386,10.78409734,8.605665991,8.60112018,3.752236017,17423,4.042440638,62.02149232,62.01108116,42.32799911,45.01200104,43.68299866,40.3820436,337239,67.76789295
"EgyptArabRep",2.36e+11,-482700000,-8385700000,1.779594033,-0.341314769,-1.539704896,0.458950965,-0.949808551,2.953629515,0.580354381,7.657075255,50.86174959,2.105843226,49.49484072,50.50515928,9.48358975,9.746691654,10.02812405,10.21802009,9.126836273,9.026580141,4.830388607,2363029,5.558124723,63.18692935,62.97896399,16.89999962,48.09999847,32.8370018,22.41386951,28501607,28.94868811
"ElSalvador",20283783700,1.23e+08,-1.07e+09,3.811814778,3.34353038,7.358588543,6.29023988,4.166992616,2.748567497,7.22830496,11.86196809,50.10866378,0.452110174,52.72457682,47.27542318,10.3682389,11.53630432,8.940612557,9.201798905,7.288873525,7.756539051,7.323530172,253505,7.76431853,59.79078809,63.48811639,31.40200043,61.25899887,46.04899979,41.28715327,2632911,58.95481852
"Eritrea",2.61e+09,3.9e+07,,8.679799936,6.643278697,14.57224076,,,,233.0694601,6.608161255,76.57529239,1.891652284,49.94461075,50.05538925,10.37313596,10.47603698,10.34704942,10.36321571,9.15477363,9.211367646,3.607400736,87047,3.894948652,54.1331782,55.04810349,68.8690033,76.04499817,72.47100067,46.87789292,2105357,86.20741237
"Ethiopia",3.2e+10,6.27e+08,-2.59e+09,11.17829624,8.284116597,,15.01086429,9.238393029,13.00218293,,6.331796739,83.24526612,2.637670293,50.09096164,49.90903836,11.246048,11.5373465,8.98513999,9.088864007,7.542679568,7.671817172,3.339959298,1584473,3.512832255,52.32697222,53.1695277,75.12999725,81.63400269,78.40699768,46.92206473,42212145,86.2341135
"GambiaThe",8.98e+08,36100000,-1.23e+08,-4.295121773,-7.266178918,-14.98265395,4.710049774,3.918243595,11.334046,6.472303207,4.826507265,90.18607212,3.153602082,50.48217187,49.51782813,10.50141503,10.6482231,9.071976679,8.88647076,7.56171626,8.038860941,2.474972271,20999,2.381905729,50.3374331,52.20206328,37.51599884,46.46900177,41.94499969,43.64100017,557627,73.62313754
"Georgia",1.44e+10,1.17e+09,-1.75e+09,7.22152322,8.632696816,,9.232291687,12.04816179,6.161732373,,21.14094933,26.781946,-1.307543305,52.43987955,47.56012045,6.925348325,7.868681736,7.614020122,8.678873222,7.683637691,6.93339441,14.29188235,341462,16.80388443,68.3813107,66.89675729,30.02899933,52.99100113,41.69200134,45.84034478,2093599,73.28051778
"Ghana",3.96e+10,3247588000,-3.49e+09,14.04712365,11.27926346,26.85464875,41.63977043,17,9.080831624,53.84208267,6.099768272,69.14895621,2.456879949,50.48790321,49.51209679,10.29876462,10.91675301,9.289726315,9.4502611,8.006047117,8.471503406,3.480634904,495493,3.906606579,56.29175251,57.81831035,53.08800125,56.02099991,54.56900024,49.87156396,11612784,93.78890387
"Guinea",6.51e+09,956060000,-1049670000,5.612104279,3.305613565,29.3106589,0.715791841,,8.945602726,-0.944693235,5.82002088,81.05253265,2.208127156,49.96009124,50.03990876,10.55715385,10.7578809,8.940083774,9.083194479,7.535654272,7.455351094,3.114433217,185088,3.357190704,53.50282299,53.52200481,50.89699936,40.64799881,45.72399902,48.78592473,4041018,94.56536059
"GuineaBissau",1.1e+09,2.5e+07,38300000,8.084779738,5.357595256,9.764885492,-0.911670943,3.532178448,10.82581675,46.19523525,5.132983364,76.90203105,2.555568364,50.94652402,49.05347598,10.90476226,11.09889268,9.726434051,9.651327637,8.104397359,8.316793452,2.819778041,25435,3.127820695,54.3669617,55.48066494,49.60800171,52.97299957,51.26399994,47.10598271,656475,83.20083359
"Haiti",7.52e+09,1.19e+08,3.34e+08,5.523737754,4.010975393,9.576974241,13.46863469,17.76315789,5.984414057,20.34503272,7.491264163,59.12157318,1.443950382,50.56001629,49.43998371,10.54719462,10.96004818,9.938130502,10.10840524,9.171669773,9.17430978,4.496210666,252710,4.926749907,59.4364076,60.58949047,31.83399963,39.50999832,35.68299866,47.50519985,4335698,85.75746043
"Honduras",1.77e+10,1.04e+09,-1.03e+09,3.835690662,1.885918082,24.12473147,4.159470695,4.402352726,2.884177664,8.36223467,6.828395571,59.81984686,1.895601513,50.16926699,49.83073301,10.95439167,11.36026632,9.811534114,10.07131044,8.795834742,8.707197437,4.097490301,186722,4.456440385,59.5733965,60.43696133,29.78899956,70.97799683,50.63800049,34.337481,3364545,50.67322123
"India",1.82e+12,3.65e+10,-6.44e+10,6.6383638,5.248536528,3.940115125,7.814342988,7.413173833,6.592145461,0,8.09591392,47.41625001,1.31187648,48.13485877,51.86514123,9.493921786,9.753620718,9.181129846,9.286105324,8.642020904,8.597986668,5.205968276,34064570,5.674068301,64.24204047,64.37001713,18.41600037,52.93000031,36.48300171,24.56408672,473683611,34.57021459
"Indonesia",8.93e+11,2.06e+10,-1.75e+09,6.169784208,4.794247841,7.870458637,6.349754192,6.259495883,8.410780135,14.76991924,7.381307715,43.21743577,1.304066714,49.57236532,50.42763468,8.925667706,9.170098389,8.725310608,8.858557604,8.653833776,8.808155844,4.901307636,6659061,5.467073715,66.45217026,66.35024129,40.57699966,60.61899948,50.79000092,37.91427039,118672947,61.23916897
"Kenya",4.2e+10,1.45e+09,-4.32e+09,6.10826372,3.269457944,6.566664072,7.245594463,7.244425324,6.08503313,9.209632019,4.529220983,78.84073512,2.711825998,50.29243529,49.70756471,10.50667495,10.7042033,9.753279535,9.869000066,8.728434464,8.681136132,2.469990766,575318,2.692470267,54.16105111,54.90373211,35.4070015,42.11999893,38.77000046,47.55348593,15983129,87.76432859
"Kiribati",1.77e+08,-348737.5792,757540.3978,0.476842245,-1.447133369,,-16.66666667,0,-1.393619302,,5.905661574,59.97273822,1.933415426,50.76912788,49.23087212,10.1642923,10.89914026,9.627942865,10.19853669,8.153007161,8.404689764,3.560235438,2281,4.292677419,59.61534729,60.93682368,,,,,,
"KoreaDemPeoplesRep",,126001000,,,,,,,,,13.15472382,32.5916034,0.530070889,51.12754854,48.87245146,7.826298433,8.535491757,7.424887315,8.059774894,7.845281032,7.246476221,9.025766941,1446946,11.44744001,70.11485387,67.17606907,76.14099884,73.94100189,75.01899719,47.96151609,15497179,85.84234423
"Kosovo",6.69e+09,5.35e+08,-5.27e+08,4.812563323,3.91600918,7.874545699,3.92705242,-5.722456107,7.055488477,24.9610794,,,0.859067492,,,,,,,,,,,,,,,,,,,
"KyrgyzRepublic",6.2e+09,685760800,-8.45e+08,5.956274377,4.674715696,6.331569965,6.958928105,5.200165247,9.379669399,15.72072456,6.794727935,45.73148622,1.216890729,50.56530345,49.43469655,10.26145756,10.80688906,11.08762335,11.37716918,9.008471547,8.583950246,4.454798886,148277,5.317499566,65.48324848,65.63999298,36.45000076,57.01900101,46.81499863,41.78357767,2491924,68.28657901
"LaoPDR",8.75e+09,3.01e+08,-5.28e+08,8.038652681,6.550945354,17.51018235,16.58046063,10.39307839,5.932489483,22.424,6.141817752,58.95710756,1.386582739,50.22561828,49.77438172,11.76335227,12.16211629,10.4036363,10.6924671,8.544235235,8.496582241,3.720083423,132096,4.152614623,60.18671809,60.94927684,66.89800262,60.00600052,63.41500092,50.0533486,3178153,96.82360034
"Lesotho",2.79e+09,61200000,-45200000,6.901334072,5.678334079,-7.734317848,3.260990249,-3.004660102,8.521287191,11.86054742,7.49993188,62.93862311,1.150640132,51.54975649,48.45024351,11.27377778,12.1641809,10.41716201,11.24326562,9.654811757,9.043099568,4.400372838,53649,5.041862808,57.94316923,59.35750528,40.68999863,55.57799911,48.18700027,47.03989844,874345,79.93075427
"Liberia",1.55e+09,1.31e+09,-7.82e+08,8.199998146,4.955673239,26.98639887,21.53877434,3.146095272,7.916870525,1.307189542,5.725215124,80.58067378,3.044324788,49.68700348,50.31299652,10.04179797,10.20242931,8.798045044,8.897142628,7.848030057,7.794112484,3.073018871,66927,3.309372724,53.34960099,54.00482706,31.0189991,32.43199921,31.73500061,47.80425202,1301265,90.91956254
"Madagascar",9.89e+09,8.16e+08,-5.55e+08,1.454392168,-1.309243342,1.254847265,4.023355428,,-0.282540291,7.769022271,5.235268017,80.0551646,2.761806807,50.17956259,49.82043741,10.84879423,10.87808092,8.932502088,8.975770269,7.578779926,7.505770084,2.82543893,329828,3.022889063,53.7877699,54.14956202,78.16600037,80.08399963,79.1230011,49.44757787,10958015,95.8265332
"Malawi",8e+09,8.13e+08,-7.62e+08,4.854055109,1.76415977,-41.57860837,1.948231754,1.364944204,5.132054361,-1.815157318,5.727897178,90.19358187,2.991145494,50.5415767,49.4584233,11.19769078,11.40025384,9.641991375,9.762458323,7.756576709,7.603804346,2.92356775,257351,3.258250584,50.64154366,51.43165594,62.58499908,65.58300018,64.07900238,48.24381452,6527585,88.77077611
"Mali",1.3e+10,5.56e+08,-3.19e+08,3.240252913,0.145208782,2.603892755,6.352604027,,9.715694865,6.16826345,5.466168223,96.19043788,3.043760406,50.02714756,49.97285244,10.29724052,10.53316931,8.558694249,8.763080272,7.393195915,7.277669635,2.710631865,233148,2.998798412,49.10260722,50.0753211,48.39899826,68.28399658,58.45100021,40.04602313,5420753,64.77461597
"Mauritania",5.18e+09,5.89e+08,,4.704066531,1.658734396,22.19491723,3.696889227,12.12148181,5.818366957,-0.101762229,5.554389529,73.40956901,2.95164944,49.75775123,50.24224877,10.35048142,10.56343721,9.0931206,9.305352335,8.089562323,7.899171112,3.103635824,66363,3.587524671,55.92077261,55.83311304,23.20199966,44.77700043,34.1590004,30.77547265,1086950,44.22887042
"MicronesiaFedSts",310502100,8e+05,5695600,3.347067156,3.494894175,,12.02794127,2.965904886,0.203252033,,6.525111499,60.67157908,-0.14293719,48.90886247,51.09113753,12.50247006,12.74969734,10.38414417,11.54282688,9.297442494,8.807256057,3.902655894,2265,4.475753863,59.97276029,59.64510137,,,,,,
"Moldova",7.02e+09,347930000,-747140000,6.800000288,6.861770531,13.1000016,10.23999911,12.6,5.508491815,27.39999972,13.78119583,22.07221475,-0.057820587,51.90852238,48.09147762,7.240201049,8.093868682,9.460893493,10.57608701,9.754970633,8.695999342,10.14416653,225479,12.20168939,74.75468759,72.54819509,20.72200012,24.11599922,22.4489994,48.62599189,1261601,85.54488022
"Mongolia",1.04e+10,4.57e+09,-4.56e+09,17.29077758,15.21527589,62.76160816,8.773495032,7.857159725,17.79002658,18.2354992,5.55376828,39.37384705,1.785378742,50.40664303,49.59335697,9.378901799,9.740662287,11.1669945,11.468047,10.06990005,9.53896088,3.832098022,60659,4.357730609,69.02485311,68.97533452,28.8029995,39.94499969,34.41699982,45.55144642,1207606,81.17496235
"Morocco",1.01e+11,2.52e+09,-8.24e+09,5.245697297,3.804739156,10.28404074,6.301598477,6.793582071,6.191439429,5.610735931,9.404585136,42.94717085,1.376441479,50.69301341,49.30698659,9.29521807,9.899145102,9.169914326,9.355492007,8.603545852,9.005732322,6.172941739,1120578,6.727319794,65.10568155,66.15524985,18.90600014,53.04399872,36.09500122,26.38558009,11751089,33.82288723
"Mozambique",1.31e+10,3.66e+09,-2.89e+09,7.117606632,4.035382842,37.38868471,5.374171913,2.095951846,8.397862467,17.15453281,6.117597558,89.36156654,2.919629735,51.39669549,48.60330451,10.30269876,10.82163439,8.561826319,8.867427286,7.411216167,7.373340846,3.12953945,453968,3.54169264,50.12309031,52.13352093,75.34700012,66.77899933,71.09200287,54.69338563,10924374,108.2963637
"Myanmar",6e+10,2.52e+09,-1.7e+09,5.591482378,4.761975769,,10.22518252,10.81099992,8.529579629,,7.576036171,45.13181311,0.788682931,51.1938016,48.8061984,8.952542276,9.356233168,8.497851799,8.764842176,8.51578062,8.227890678,4.961130817,1430759,5.528430172,65.17592072,65.7787978,57.18500137,70.7519989,63.93399811,41.08835951,23897710,64.84668127
"Nepal",1.89e+10,9.4e+07,7.57e+08,3.421828241,2.271277472,0.263157895,4.332110192,4.050532377,3.179436841,-2.114313226,8.476764995,61.50793727,1.118717873,51.33008026,48.66991974,10.97890383,10.81420359,9.433888687,8.518251102,7.025894014,8.14489322,4.986781094,713685,5.087920501,57.08794241,60.48245222,75.46900177,76.29699707,75.86100006,50.73326228,14545682,92.27168586
"Nicaragua",9.77e+09,936300000,-1445900000,6.316685535,5.03350515,29.16271007,10.77063317,9.845106632,4.340211829,8.25763109,7.602463055,51.13713608,1.214284357,50.73468186,49.26531814,10.21662749,11.02381799,9.918688757,10.47929902,9.414830837,9.246180062,4.789266885,154826,5.254432343,62.17061058,63.79811979,31.94300079,68.72499847,50.66799927,37.89527436,2551677,57.04477212
"Niger",6.41e+09,1.07e+09,-1.29e+09,2.278284739,-1.551961396,-1.792705637,71.08705127,4.155247181,5.566385438,-0.90512592,5.246547982,105.6643991,3.816849791,49.9940491,50.0059509,10.0689543,9.775135955,8.045617416,7.06703851,5.718702678,6.772060493,2.487565513,233205,2.73352148,46.67637526,48.15074555,58.92699814,83.61299896,70.8219986,43.57381213,6739610,74.25551786
"Nigeria",4.12e+11,8.84e+09,5.4e+09,4.887386611,2.119093602,-7.915009434,8.391087026,17.81540688,4.896371566,25.7927163,5.181906955,83.03779644,2.674754962,49.40732635,50.59267365,10.15986588,10.22711835,8.80071166,8.842995196,7.734303294,7.678561789,2.753116098,2356529,2.928339827,52.91774353,53.34613478,23.61899948,28.81500053,26.25499916,44.80643006,50069086,81.98563756
"Pakistan",2.14e+11,1.326e+09,-1.673e+09,2.74840255,0.610616229,-6.69879886,4.507432635,2.499910204,3.940329271,2.372197794,7.450648627,60.38911875,2.102552508,48.60457547,51.39542453,10.79453755,10.78303185,10.08041032,9.984543146,8.38666317,8.503444847,4.4391438,3724858,4.399705822,59.212498,59.9699162,19.14699936,62.25,41.24499893,20.93502214,57508050,27.70260774
"PapuaNewGuinea",1.8e+10,-3.1e+08,-1.07e+09,1.107310928,-1.13350871,,-8.44085634,4.636363636,9.284497445,,5.917786362,64.95647017,2.241207008,49.13985479,50.86014521,9.989866047,10.2180729,8.824125527,8.98197665,8.244581581,8.125302689,3.463240445,142733,3.995716865,58.4792454,58.56750136,57.38000107,55.27399826,56.29800034,48.70984438,3207210,96.5111136
"Philippines",2.24e+11,2.01e+09,6.08e+09,3.659751601,1.971962894,2.807744154,1.851834593,4.729583136,4.939907995,-2.535060903,6.769193353,53.882645,1.641601457,49.52041363,50.47958637,10.30957995,10.51584866,9.094106572,9.206778897,8.0213288,7.99158934,4.213579765,2303154,4.881422119,62.24631704,62.24650703,34.27399826,53.71500015,44.16699982,39.15423089,39917372,64.30330833
"Rwanda",6.56e+09,1.19e+08,-2.99e+08,8.017106915,5.251688378,10.90177895,17.81372512,8.441725485,8,22.69423504,4.821196327,75.09059685,2.593509791,51.02354331,48.97645669,9.955569388,9.928671518,10.13798836,10.5852811,8.97099777,9.534764531,2.679755586,162691,3.032072416,55.13394404,56.01365719,78.86499786,78.83100128,78.84799957,51.29761922,5324058,98.36596926
"SaoTomeandPrincipe",2.33e+08,32200000,-66100000,4.398201688,2.048658268,,4.355659024,6.900998583,4.621257273,,6.662333095,83.87272088,2.276270872,50.23433742,49.76566258,10.27165442,10.53471489,9.662658651,9.87278326,7.417230451,7.26341572,3.496644295,3456,3.847695391,52.26337911,52.70207081,23.25900078,53.55199814,38.51200104,35.43147735,57813,53.26280365
"Senegal",1.44e+10,3.38e+08,-8.85e+08,1.761118048,-1.181956422,5.966053482,6.308661367,7.384798963,3.556480095,7.727910291,5.740868458,80.5191257,2.934787125,51.02665939,48.97334061,10.56938492,11.11274693,9.346415976,9.662248319,8.14507688,8.155552491,3.082180091,230089,3.390138924,52.62280742,54.71157541,31.31299973,52.25600052,41.79100037,41.14673826,4268280,63.96145518
"SierraLeone",2.94e+09,9.5e+08,-1.76e+09,6.315045036,3.855277541,42.14387719,10.16938625,14.97657945,3.473694044,-1.344235852,4.580889439,81.62797274,2.340844115,50.59295012,49.40704988,10.67999941,10.65177389,9.126747696,9.162506172,7.934699855,7.876451362,2.460081323,83758,2.503940901,53.40865642,53.990781,38.43500137,28.88100052,33.7140007,50.30673041,2242523,97.68777287
"SolomonIslands",9.33e+08,1.2e+08,54900000,13.19563266,10.71529457,,,,,,5.970736807,72.53738947,2.215559182,49.20367824,50.79632176,10.19411991,10.58372857,8.781722447,8.516234951,7.418095586,8.167423712,3.344798319,8757,3.298230548,55.25319227,56.81189879,55.78499985,64.82800293,60.39300156,43.5907346,230276,77.82879178
"Somalia",,1.02e+08,,,,,,,,,5.317556805,95.60180124,2.874535536,50.10437959,49.89562041,10.64915507,10.65549986,8.573924712,8.43984584,6.65520193,6.843842061,2.64661248,172078,2.76861492,49.52850141,50.0129358,12.6619997,51.4070015,31.93000031,19.34170253,2986826,23.55033752
"SouthSudan",1.73e+10,,,,,,,,,,6.346411962,80.82124179,3.721077466,49.99468841,50.00531159,10.81190144,10.96862899,9.135291,9.191589714,7.40304801,7.408468774,3.390763219,190454,3.645839016,53.18308213,53.67310806,65.01699829,61.45399857,63.22600174,48.71759365,4340122,93.35915467
"SriLanka",6.53e+10,955920000,-4.79e+09,8.404738131,7.782197162,20.24239407,9.250570865,4.936759158,8.927030984,10.2,11.44034616,37.74771237,0.575929983,51.45294438,48.54705562,7.724728534,8.179605542,7.679084728,7.710883394,7.75180672,7.925796624,7.668406086,883195,8.449461468,66.86318854,67.18654301,23.86100006,47.61199951,35.57600021,33.12201881,8250892,45.53502091
"Sudan",6.73e+10,1.73e+09,-2.82e+09,-1.967728979,7.889471189,-5.666100658,-8.326086777,16.32861748,4.846091859,-3.305930089,6.141873489,79.31349694,2.246864288,50.12435838,49.87564162,10.56122946,10.87048164,8.682289816,8.769064081,7.326338167,7.544350442,3.311779796,624865,3.544852842,53.43260363,54.40808052,16.63999939,42.875,29.8579998,24.75894826,9522852,31.92784318
"Swaziland",4.82e+09,98700000,-1.98e+08,2.247229761,0.376708079,-6.69900621,1.415108558,1.664025456,3.002772942,5.921177444,5.286568511,67.50888475,1.846351266,51.50523646,48.49476354,12.02035904,12.84869191,11.32107164,12.0778882,9.436286678,9.147782104,3.059437278,22375,3.54555985,56.99622172,58.69640658,32.43999863,46.72100067,39.59999847,40.48276684,394269,61.26094516
"SyrianArabRepublic",,,,,,,,,,,5.992707049,61.85435996,-0.739404269,49.54765133,50.45234867,10.08370496,10.51947133,9.687530562,9.929182648,9.215584662,9.299075541,3.570337663,392515,3.796957501,59.29202598,59.8697437,8.902999878,49.61199951,29.7840004,15.17783044,5663260,17.92626498
"Tajikistan",6.52e+09,161120270,-4.12e+08,7.399999383,5.004658716,5.571613042,5.776854292,5.840419996,7.828541126,6.224554092,5.542720911,58.38544386,2.255545843,49.61668108,50.38331892,10.96020049,11.17522822,10.86151594,10.81724854,8.711651519,8.726659761,3.3811889,133367,3.439055001,60.39424744,61.61972639,36.43600082,54.16400146,45.40299988,39.53725622,2976939,65.03331784
"Tanzania",3.39e+10,1.23e+09,-3.05e+09,7.904507572,4.570416327,29.74267233,12.0478389,6.938909807,7.944258363,10.10940832,5.980543419,87.66570851,3.143888625,50.63832618,49.36167382,10.55408156,10.57854954,9.080436232,8.832324211,7.479846513,7.703112448,3.088385837,794036,3.296245062,51.05550718,52.211566,67.3809967,66.63700104,67.01599884,50.63631549,21648145,97.14996893
"TimorLeste",5.68e+09,49100000,2.34e+09,11.83147299,9.66387422,69.67247098,15.76815329,,3.793646626,-7.365145228,6.148986113,88.85982056,1.957303393,49.21433117,50.78566883,10.77917647,10.84834247,8.15001706,8.104933438,7.039763334,7.034675957,3.153183806,19203,3.44838113,51.32585052,51.23206493,10.00800037,17.22599983,13.67599964,31.58011523,252374,47.20458611
"Togo",3.76e+09,7.28e+08,-28700000,4.883763946,2.11488039,5.946117699,3.529627787,7.4,6.039695735,10.73349978,4.993495006,77.60237335,2.675426909,50.20836084,49.79163916,10.21685638,10.35420279,9.234615435,9.360193065,8.178494775,8.094989319,2.73472508,98519,2.937747275,54.70379064,54.82723414,64.29599762,64.94100189,64.6190033,49.13735654,2993647,94.92586248
