"CN","GDP","FDINI","NFA","GDPg","GDPpcg","GCaFg","Ind1","ind2","Ser","ExGSgp","ADRold","ADRyoun","PPg","PPf","PPm","PP1519f","PP1519m","PP2024f","PP2024m","PP2529m","PP2529f","PP65above","PP65afnum","PP65af","PP1564m","PP1564f","Lab1524f","Lab1524m","Lab1524tot","Labf","Labtot","RFtoMlabpartcp"
"Ethiopia",8.24e+09,134640000,-2.21e+08,6.073217492,3.048595482,,5.348708193,6.65700152,10.88442482,,6.135493626,92.18876016,2.892890897,50.13827875,49.86172125,10.80273041,10.92623149,8.545665905,8.554633719,7.13802651,6.935350862,3.093667824,1050229,3.148104578,49.89792674,50.94412802,74.10099792,83.51100159,78.80899811,45.26403932,28995057,80.48181181
"GambiaThe",7.83e+08,43520000,,5.500000174,2.380504519,,3.290061508,1.999988499,5.072997164,11.0000002,5.279181067,89.7405371,3.001464565,50.32333377,49.67666623,11.19630269,10.91717543,10.01193722,9.222902749,7.02253801,7.814037522,2.706998613,16077,2.593440983,50.57047704,51.97448017,37.08300018,45.54800034,41.17900085,41.26832402,382899,67.86819456
"Georgia",3.06e+09,1.31e+08,-1.56e+08,1.838341787,2.626624902,,,,,,19.09629354,34.79437073,-0.771072946,52.59489887,47.40510113,7.474434874,8.483114094,6.989606448,7.476499825,7.259076861,6.743427476,12.40899362,338018,14.54589965,65.43694109,64.57040078,28.03700066,43.54199982,35.76800156,46.24656472,2171584,73.97651369
"Ghana",4.98e+09,165900000,-483870000,3.700000115,1.174953596,,,,,,5.434926151,75.66867121,2.465088423,49.49519649,50.50480351,10.75028052,10.94155859,9.286889144,9.317436177,7.888609502,8.004374759,3.001003973,296955,3.167934281,54.92130094,55.51872704,54.27899933,53.42900085,53.84700012,48.59467702,8233054,94.93518247
"Guinea",3e+09,9942000,-78300000,2.503060561,0.701955566,,4.40622143,,1.703930252,,6.518042022,84.51013245,1.772743801,50.20405161,49.79594839,10.22782058,10.38671738,8.464850036,8.553670699,6.993040154,6.954330056,3.412084128,164132,3.711502646,52.23607392,52.45960655,52.32099915,42.97900009,47.63800049,48.53801625,3208996,92.1778716
"GuineaBissau",3.7e+08,702270.8631,,5.426987367,3.524478286,,,,,,5.595301341,86.96500013,1.821056053,51.07229096,48.92770904,11.20350771,11.43762268,8.93370124,8.918560799,7.09572205,7.084719282,2.905739811,20450,3.220756476,51.34115427,52.49754309,54.04100037,60.27899933,57.11000061,46.25414571,492678,79.7844813
"Haiti",3.95e+09,13250000,-31451000,0.870059795,-0.838425958,18.34561835,3.008669046,-0.506585613,2.393005062,6.317689531,7.333788522,72.55071692,1.708257106,50.62354402,49.37645598,11.48292038,11.90207259,9.134163265,8.969675147,6.87259108,7.311110731,4.076942872,191259,4.419204114,54.74132315,56.420218,30.48200035,37.4109993,33.92499924,46.89302126,3234895,82.76491013
"Honduras",7.1e+09,349978000,-2.86e+08,5.748148174,3.040341488,-2.813543221,5.216285024,5.544354764,5.251004479,7.349537102,6.878526058,78.61760766,2.593972994,50.27961689,49.72038311,11.12628548,11.41203841,9.568724403,9.626625243,7.744815729,7.912089587,3.708177588,131960,4.022698555,53.27690535,54.53503171,36.79800034,78.90100098,57.90499878,34.54847969,2469003,50.51187203
"India",4.62e+11,3.58e+09,-4.27e+09,3.840991157,2.015558933,-5.525716483,6.032130922,7.299097849,5.833271074,0,7.227719189,57.06735155,1.773545774,48.19684786,51.80315214,10.29775456,10.3475735,9.062409406,9.116678169,8.157500003,8.067171112,4.399230699,24024221,4.73348834,60.83593441,60.8985208,26.6989994,64.45300293,46.30699921,27.88835565,405521019,41.11983072
"Indonesia",1.65e+11,-4.55e+09,1.18e+10,4.920067747,3.467897895,49.33297831,5.890025647,5.984746387,5.174404369,26.48491895,7.289275567,47.49853196,1.393740137,49.95361052,50.04638948,10.37391399,10.66385205,9.790597201,10.0186526,9.18911949,9.061047846,4.709205256,5562045,5.263495184,64.6989561,64.51001065,43.46500015,66.82800293,55.30599976,37.6591562,99018448,59.72343737
"Kenya",1.27e+10,1.11e+08,-2.77e+08,0.599695392,-2.119448625,11.11414385,-1.832033748,0.680072471,1.875663687,1.134983482,5.150848134,86.46117644,2.740135801,50.3373653,49.6626347,11.80366769,12.04021144,9.808025119,9.923724334,7.909265916,7.887290919,2.688165393,449151,2.837099975,51.74916205,52.62255089,49.31800079,48.54999924,48.93399811,49.23451455,12215451,93.66103582
"Kiribati",67300000,721810.2654,,6.25,4.437332654,,10.94253685,-0.146967685,1.363679624,,5.853230557,70.46646195,1.72076038,50.72324697,49.27675303,10.4797272,10.65993509,7.901251868,8.12116841,6.265176103,6.938994768,3.319669218,1695,3.958800448,55.58600793,57.8125,,,,,,
"KoreaDemPeoplesRep",,11056000,,,,,,,,,8.647508572,38.05114903,0.863279232,51.25086146,48.74913854,7.8124641,8.549519187,6.859305527,7.477118785,10.34113552,9.568985691,5.89474281,949953,8.083777609,69.21991661,67.16537249,77.29699707,74.7559967,76.0019989,48.29687683,13960793,85.97652761
"Kosovo",1.85e+09,,,,,,,,,,,,-3.582127645,,,,,,,,,,,,,,,,,,,
"KyrgyzRepublic",1.37e+09,-2360124.961,-69500000,5.426673849,4.178358668,22.13914317,10.15576277,4.099998112,7.674094706,10.50827749,9.246777501,58.67076931,1.191125924,50.55611803,49.44388197,10.32606511,10.78510675,8.740680236,9.096611007,8.085675509,7.810713729,5.506737025,166796,6.735313081,59.71856075,59.39111413,40.82500076,54.52500153,47.74200058,44.09888684,2047512,74.63486783
"LaoPDR",1.73e+09,33890000,-80560000,5.798782326,4.051385514,,,,,,6.736450597,81.75174737,1.665414155,50.14457814,49.85542186,10.76264597,11.08984608,9.011119036,9.170008852,7.581680306,7.624027356,3.57393761,106727,3.993744841,52.65681174,53.44838296,77.03800201,64.01499939,70.46600342,50.22858018,2416220,97.48341541
"Lesotho",8.87e+08,32400000,1.39e+08,3.875546607,2.865417938,-19.27313963,14.35082339,18.33926558,3.765068192,34.26925866,8.275843016,76.10418903,0.977200343,51.87537192,48.12462808,11.1522365,12.4437481,9.240627898,10.35190586,7.81560831,7.394524202,4.488470321,51004,5.261436796,53.07666048,55.31110705,57.41899872,69.62599945,63.63399887,49.56751892,807781,85.39851137
"Liberia",5.29e+08,20800000,,28.61593335,21.92750994,,,,,,5.769193504,80.55090127,5.340401532,50.02912094,49.97087906,10.81040066,11.01329868,9.104906725,9.235955352,7.584043801,7.553317474,3.09638824,47951,3.322775052,53.35533477,53.9866579,30.81800079,32.23500061,31.53199959,48.46089169,903900,92.14028248
"Madagascar",3.88e+09,8.3e+07,-1.08e+08,4.760065099,1.54230951,14.41653395,7.164366094,6.087200589,4.809147108,13.50388264,5.716505726,87.02850576,3.119708696,50.2087804,49.7912196,10.40495958,10.53803682,8.994392724,9.114723485,7.554437719,7.543693592,2.965838484,234599,2.963485185,51.63873315,52.12330324,74.21299744,75.35600281,74.78600311,48.98882067,7492934,94.40887272
"Malawi",1.74e+09,2.6e+07,-98300000,1.576077837,-1.386655835,,-0.978521451,-3.013221856,-2.393340256,,5.684247657,93.16744314,2.960146425,50.68324015,49.31675985,10.42780308,10.68089465,8.913288287,9.102812407,7.46943954,7.36082564,2.858536246,177642,3.080956404,49.83377163,50.73145875,58.39599991,51.19200134,54.80199814,50.17162542,4678794,95.51806909
"Mali",2.95e+09,60200000,-1.55e+08,-0.060834972,-2.830625892,-5.461521677,21.40239116,,-0.779546469,5.015478512,6.572189764,92.86708055,2.810607052,50.39791416,49.60208584,10.80346081,11.26915461,9.068079388,9.384262061,7.409850807,7.299391695,3.29533384,193813,3.506348634,49.34774505,50.92092466,30.73500061,49.13899994,40.04199982,36.09166553,2979397,53.54114608
"Mauritania",1.29e+09,40096000,,-0.430406256,-3.390858597,17.57708469,-7.837117702,-14.05390715,6.56575151,4.043691378,5.885425544,80.3268627,3.018346604,50.02042914,49.97957086,10.63652382,11.00389992,9.139957911,9.41461264,7.87546829,7.726255796,3.16059998,48105,3.549566275,53.39136818,54.01273284,29.92700005,55.68199921,43.00500107,29.63177722,795035,41.05244672
"MicronesiaFedSts",233226300,,,4.5632095,4.936955428,,6.257218402,15.61529306,2.970016918,,6.650033267,72.04590818,-0.356798119,49.38003835,50.61996165,12.4059796,12.63539234,8.794088261,8.996119826,6.408723956,6.965521142,3.721423784,2165,4.081286406,55.37247835,56.56870323,,,,,,
"Moldova",1.29e+09,127540000,-118890000,2.107716052,2.315573435,6.213072307,15.68619287,15.93736018,-4.583508525,9.541412552,14.03781447,34.94383908,-0.203359857,52.13688743,47.86311257,9.031253938,10.04500264,7.998754518,9.055979025,7.236726609,6.803721472,9.422509259,213575,11.25517962,67.59491757,66.68859653,22.5739994,22.65800095,22.61700058,52.04516832,1417365,95.89686609
"Mongolia",1.14e+09,53700000,-1.15e+08,1.146062137,0.248527718,,1.486727688,-3.653449118,4.434196797,,5.99768999,56.50530936,0.891325195,50.12959657,49.87040343,11.00740789,11.48565631,9.898679261,10.06722075,9.27365293,9.066945575,3.690818024,49574,4.124886527,61.64536518,61.42964004,37.06299973,44.05799866,40.60400009,45.44128976,943677,82.02945377
"Morocco",3.89e+10,2.21e+08,-3.66e+08,1.912872981,0.68130758,1.812345395,4.085313709,3.079586671,5.368933695,8.574847467,8.592017384,54.78791901,1.167367536,50.45348258,49.54651742,11.12191029,11.55353351,9.531990284,9.617809789,8.025636243,8.226578594,5.258918306,841293,5.779842835,60.64227589,61.76163491,21.81599998,59.77999878,40.86100006,25.39659871,9775120,32.35527968
"Mozambique",5.02e+09,139200000,,1.678502985,-1.038624639,-104.6354842,12.16539656,15.13907382,5.460458421,31.41873778,5.869252447,86.58462062,2.708627783,52.03477724,47.96522276,10.35040668,10.87794861,8.945627261,8.860675069,6.975731699,7.700769539,3.049693079,319584,3.399296025,50.40131767,53.39775371,78.28399658,64.32499695,71.50900269,55.17730445,8478524,106.0319281
"Myanmar",8.91e+09,2.55e+08,-2.34e+08,13.74593056,12.37386906,,,,,,7.647354729,50.98862833,1.21358531,51.1453113,48.8546887,10.84233209,11.22262092,9.800584213,10.00062034,8.782305415,8.699393688,4.820693629,1262959,5.357044844,62.75182902,63.31017754,71.67700195,79.52899933,75.56700134,42.5795325,22389243,69.12386088
"Nepal",5.49e+09,-484827,1.5e+07,6.199999988,4.25448975,,8.207107096,7.20062596,6.207829659,,6.824763273,74.19602671,1.848918179,50.27013075,49.72986925,10.51953453,10.50298128,9.152139073,8.8565501,7.50022615,7.756079033,3.770154397,516244,4.325612608,54.62166717,55.85620181,79.58200073,83.03299713,81.28399658,48.65674793,12011409,90.08680417
"Nicaragua",5.11e+09,266500000,-432200000,4.101590153,2.504155075,-16.84963971,2.011735186,4.300256448,2.267590969,12.51461155,6.787714058,70.10302095,1.546391567,50.52337638,49.47662362,11.58053645,12.22009881,9.837850991,10.01092444,7.934556265,8.185884874,3.837235488,107964,4.2510516,55.67325256,57.37305297,28.2329998,75.2480011,51.93199921,32.19575064,1874589,44.58562777
"Niger",1.8e+09,15700000,-61400000,-1.40950935,-4.927825279,,,,,,4.925500092,97.5705059,3.633847619,50.36860363,49.63139637,10.27926296,9.412717008,8.495422971,6.875218182,5.683092966,6.988166841,2.4323937,149055,2.60661402,48.28369783,50.46761839,55.68999863,80.3010025,67.03199768,44.42477972,4629835,75.00331415
"Nigeria",4.64e+10,1.14e+09,9.31e+09,5.318093381,2.714290675,16.9474874,9.241387086,3.196686253,2.693704143,13.25301708,5.253503327,81.37118957,2.50339744,49.58409797,50.41590203,10.80554628,10.9591412,9.161358041,9.25484969,7.503387784,7.460026837,2.815009764,1845523,3.042047094,53.38781293,53.78241905,34.15999985,38.77399826,36.5,42.8606893,37985698,75.13403815
"Pakistan",7.4e+10,3.08e+08,4.72e+08,4.260088012,1.913538255,5.121709756,1.271685669,1.534181911,4.152166597,16.01600127,7.458498442,74.97952296,2.276383384,48.40496243,51.59503757,10.74595584,10.67672865,8.864432169,8.813610271,7.335507423,7.39399601,4.088236862,2624694,3.914407154,54.7098904,54.92318769,10.31900024,70.46399689,41.25899887,15.22137785,41617691,19.17780371
"PapuaNewGuinea",3.52e+09,96500000,3.63e+08,-2.494841993,-4.9751225,36.8391366,-0.880805774,-11.0411985,-11.21878315,7.086488879,5.529890497,69.55038023,2.576655351,49.19134593,50.80865407,10.61924787,10.82714538,9.427551695,9.584832566,8.181879512,8.072560489,3.15848866,100146,3.653562083,57.05360079,57.18171606,60.69900131,58.17200089,59.40299988,48.64802129,2416828,96.07696491
"Philippines",8.1e+10,1.487e+09,-3.734e+09,4.41122216,2.194577282,1.09656272,6.54646396,5.517524417,3.305981005,13.72340978,5.58981859,66.05281214,2.145854513,49.63508495,50.36491505,10.41912305,10.68429538,9.16007092,9.323657191,8.053863313,7.969151551,3.256660986,1461404,3.77514664,58.1622851,58.36032661,34.72800064,55.83800125,45.47399902,37.82748091,29953311,60.51722257
"Rwanda",1.73e+09,8319040.466,,8.370908173,2.531355373,16.49317549,1.585554841,-0.238024398,11.45510836,0.575070303,6.152929716,84.39259053,5.539102033,51.21969423,48.78030577,12.86591048,12.17036389,9.131083243,8.930893564,6.678150817,7.038831704,3.229112764,141078,3.431937664,51.83688931,53.09420034,80.87999725,82.02200317,81.42500305,50.9349628,3899353,95.94122324
"SaoTomeandPrincipe",,3800000,50765400,,,,,,,,9.220092058,89.52953154,1.981907694,50.35424152,49.64575848,10.68286672,11.00244143,10.74017824,11.10126141,7.318490961,7.01492965,4.639048815,3432,4.917328137,49.90989944,50.70779723,24.63599968,56.76200104,40.8370018,34.5041127,42308,50.67723616
"Senegal",4.68e+09,81400000,-2.58e+08,3.186639083,0.700996268,12.8941943,4.291838143,3.142337637,3.802421649,-2.531157352,6.106129098,86.12631301,2.438368531,50.78442075,49.21557925,11.33126343,11.77110036,9.304131542,9.372431642,7.312092326,7.537480912,3.176430071,172009,3.426777872,51.13056045,52.88265593,26.93899918,57.63299942,42.23199844,33.67947749,2825605,47.23815924
"SierraLeone",6.36e+08,3.9e+07,-1.36e+08,6.652727885,3.696975846,,5.077246682,7.687338491,3.950039996,21.35474091,4.452231358,83.9539863,2.810507022,50.63093985,49.36906015,10.93719507,11.12497687,9.152257363,9.240363139,7.479786789,7.537293121,2.363102138,55036,2.381532435,52.88936088,53.25959162,45.6570015,35.27999878,40.4980011,50.35873384,1627251,98.19268703
"SolomonIslands",4.35e+08,2004350.292,-28200000,-14.26748303,-16.56783202,,-41.54040143,-17.92454096,1.409421481,,5.112073391,75.91156973,2.71982393,48.59891228,51.40108772,10.84563865,10.97060141,10.02179301,10.10255322,8.581936488,8.523710497,2.823981057,5750,2.867501484,54.9647547,55.53577395,58.0019989,67.21199799,62.75799942,42.81165456,173357,78.28756755
"Somalia",,270000,,,,,,,,,5.267452729,93.90735626,3.28534807,49.88393701,50.11606299,9.568160766,9.537394474,8.189404718,8.090359997,7.09222041,7.305767556,2.644638022,127609,2.838730545,50.34721653,50.06644741,13.0170002,52.10900116,32.53699875,19.12116842,2263915,23.70360652
"SouthSudan",,,,,,,,,,,5.803648344,85.96814381,4.499161119,50.18901106,49.81098894,9.987992856,10.12557271,8.671667363,8.731066122,7.399987057,7.413861085,3.026330556,109801,3.264973693,51.84646885,52.44198777,67.74900055,65.70700073,66.72699738,48.17365017,2752868,90.47083359
"SriLanka",1.66e+10,1.73e+08,-8.08e+08,6.00003316,5.363223809,9.908015477,7.227474648,9.243358904,6.660556454,17.98825546,9.278771761,39.91352823,0.602575194,50.12195219,49.87804781,9.731056695,10.09553729,9.144688481,9.280737655,7.911565563,8.00084556,6.219336897,609576,6.475289679,66.7044546,67.34916952,30.98200035,57.00799942,44.13299942,33.09472641,7830731,48.45185629
"Sudan",1.23e+10,392200000,-322600000,6.345867769,3.406862402,57.96353422,49.25497412,2.196828854,-0.540784387,-10.67447815,5.763755122,82.45078563,2.389723635,49.85469277,50.14530723,10.62384037,10.78462173,9.127234128,9.224774632,7.597433271,7.56576543,3.062332538,447712,3.295472119,52.91965929,53.34328352,23.33799934,44.88299942,34.2120018,26.48778029,7727065,35.67318867
"Swaziland",1.74e+09,90700000,1.16e+08,1.76017376,0.241730065,-15.7921667,1.941806605,1.474249073,-15.99828238,15.09398914,5.58635005,84.5179015,1.503423747,51.8762624,48.1237376,11.98215933,12.70662856,9.303698161,9.340276418,6.719979641,7.293535663,2.938571865,18008,3.27030502,51.03852629,54.05355833,36.98500061,53.8409996,45.24399948,38.47066461,312711,54.25350034
"SyrianArabRepublic",1.93e+10,2.7e+08,9.53e+08,2.742857397,0.271421466,-0.235455621,1.871300527,,11.11770524,0.474827091,6.003288267,73.70647958,2.434861276,49.4126659,50.5873341,11.87756327,12.09041161,10.23233708,10.37332823,8.381798668,8.322393892,3.340546448,291984,3.600723489,55.47014446,55.82459422,19.32999992,64.02600098,42.11800003,19.8788468,4864915,25.02962086
"Tajikistan",8.61e+08,23543300,,8.300001012,6.534800572,-41.19023003,9.738589853,19.61415029,7.438599577,2.81738269,6.682870533,78.93117189,1.643346565,49.91058855,50.08941145,11.22123934,11.38174644,8.754135718,8.792543568,7.452031547,7.588157464,3.600412149,118233,3.810839166,53.46699593,54.28488547,34.84999847,47.74300003,41.34000015,40.85101126,2080372,67.83489283
"Tanzania",1.02e+10,4.63e+08,-4.95e+08,4.933846627,2.218956878,5.784954833,4.519007142,4.804792669,5.441464098,17.55699311,5.41415403,86.62210998,2.628008043,50.51114116,49.48885884,10.81383121,11.08244441,9.177561145,9.349451196,7.647490863,7.564507408,2.819339388,537088,3.111080089,51.66967112,52.46912382,67.06900024,66.33599854,66.70300293,50.39427948,15557619,97.04733052
"TimorLeste",4.4e+08,,,,,,,,,,4.721310681,106.3649904,0.961228837,49.28752211,50.71247789,10.32651836,10.36055501,6.098795837,5.986475511,6.866087649,6.769430601,2.23667318,10695,2.489565705,47.49339952,47.25053714,38.74900055,53.70299911,46.31399918,33.27935923,254443,51.05779777
"Togo",1.29e+09,52700000,-1.27e+08,-0.783479606,-3.671185783,3.199992812,4.263570995,26.22950776,0.576130212,-4.100001437,5.287627476,80.70988925,2.953704956,50.40757578,49.59242422,11.24341433,11.41045322,9.575164442,9.682042935,7.824257462,7.765941312,2.842848425,77368,3.088000511,53.65775983,53.86870171,70.01300049,65.59300232,67.80699921,50.51030342,2270218,99.16943745
"Tunisia",2.15e+10,7.51e+08,-8.5e+08,4.709859945,3.679354051,2.596820451,1.231426829,5.739547842,6.301125469,5.759314282,10.56307953,46.33818743,0.989028439,49.83089816,50.16910184,10.68263183,10.78827882,9.553108909,9.586140057,8.171423968,8.364142861,6.732309902,325486,6.73439142,63.19584447,64.27662387,24.8560009,47.52000046,36.26499939,24.8235852,3241083,32.73656418
"Uganda",6.19e+09,160700000,-249800000,3.141907338,-0.145857409,-6.98748313,10.17522128,5.510551862,6.956206867,-21.60619919,5.428888138,103.9456979,3.239523402,50.56312863,49.43687137,10.74415759,11.05095125,8.828757468,9.042454635,7.279189907,7.133809724,2.592906924,347166,2.85615655,47.20175304,48.30835954,52.98799896,57.83100128,55.41400146,46.98397875,8474559,83.87350641
