"CN","GDP","FDINI","NFA","GDPg","GDPpcg","GCaFg","Ind1","ind2","Ser","ExGSgp","ADRold","ADRyoun","PPg","PPf","PPm","PP1519f","PP1519m","PP2024f","PP2024m","PP2529m","PP2529f","PP65above","PP65afnum","PP65af","PP1564m","PP1564f","Lab1524f","Lab1524m","Lab1524tot","Labf","Labtot","RFtoMlabpartcp"
"Tunisia",4.5e+10,1.55e+09,-3.18e+09,3.997674002,2.801659502,9.085601468,1.206679695,2.047976388,4.926257285,9.343672188,10.77051159,33.64551688,1.156703762,50.49698393,49.50301607,7.90728048,8.434024898,9.107475479,9.412903142,9.320032732,9.401503245,7.457975204,439549,7.995521552,69.01585199,69.46851625,22.89500046,47.39199829,35.31399918,27.03356554,3977263,35.59866605
"Uganda",2.31e+10,1.21e+09,-1.09e+09,3.837455606,0.36785169,2.957251,3.056589869,2.69878843,4.048337385,13.98797518,4.551044511,100.2270976,3.398479594,50.30912533,49.69087467,11.03733564,11.23912515,9.03324391,9.153073493,7.395980658,7.330778772,2.222426898,458456,2.509937927,48.43851539,49.22328169,52.22800064,58.52500153,55.38199997,47.55211635,13172930,87.19041616
"Ukraine",1.76e+11,8.175e+09,-1.2902e+10,0.238681306,0.486676587,-4.479818794,-3.004456634,-2.272835209,2.84804967,-5.64550155,22.47918923,20.71908661,-0.24709923,53.84482807,46.15517193,4.872830477,5.957121912,6.607814017,8.064850406,9.064732686,7.453516776,15.69794643,4740661,19.31051468,72.40245407,67.62810653,35.11600113,46.50899887,40.94300079,47.31404988,21409854,74.2789212
"Uzbekistan",5.18e+10,563040000,,8.200000001,6.61885439,11.6,11.47116869,8.799999986,7.307694811,-5.564,6.446213738,42.56796149,1.472099988,50.22730247,49.77269753,10.13665056,10.7481062,10.57313759,11.01036097,9.530070202,9.415426559,4.325905792,737028,4.928325787,66.85251434,67.36057035,36.31999969,56.48199844,46.60400009,41.88870147,13748070,69.73243487
"Vanuatu",7.82e+08,60400000,-63300000,1.754749927,-0.553475485,-16.56016167,-22.17541172,-13.78631216,6.606156738,-1.241492527,6.862276528,64.56302946,2.294544793,49.2922689,50.7077311,9.693496955,9.55758136,9.673003304,8.742389953,8.587798425,8.774561641,4.003070893,4920,4.03315053,57.25145826,59.44962251,50.95399857,61.67499924,56.23899841,43.74539697,108624,77.15008166
"Vietnam",1.56e+11,8.368e+09,3.897e+09,5.247367156,4.066064787,2.373791712,7.391809605,9.047350089,6.710237413,15.70910733,9.315180444,33.02654098,1.12875213,50.58190278,49.41809722,8.735441874,9.395109101,9.631196101,10.18622807,9.37205744,9.027833847,6.544237593,3725774,8.143362117,70.69235835,69.82461552,57.27500153,63.45700073,60.42900085,48.36486565,53977063,88.73248036
"WestBankandGaza",11279400000,6.3e+07,-9.34e+08,6.284236374,11.14402132,17.58822642,7.528410043,17.61056106,8.991300378,-0.608488023,5.074283365,74.24357429,3.006264051,49.28381072,50.71618928,11.85642672,11.99336895,9.921779813,10.0080937,7.832481039,7.796743731,2.829758601,60447,3.03073108,55.67598934,55.86032521,9.345000267,48.75699997,29.43400002,19.96697559,1024091,25.42016535
"YemenRep",3.54e+10,-14200000,6.41e+08,2.392972347,-0.310776849,62.03065748,-1.589049185,4,4.000000037,-16.09020663,4.970268352,74.82324673,2.676050247,49.4675145,50.5324855,11.91660354,12.10309741,10.63757751,10.75351839,8.546422841,8.549127621,2.764431381,367104,2.979173201,55.42396427,55.81889648,7.090000153,47.65200043,27.72200012,10.20281123,5538993,11.44483765
"Zambia",2.55e+10,1731500000,1.56e+09,7.597616969,4.412267362,,2.014669957,4.810996564,11.71363405,,4.970517731,90.43832518,3.005132834,50.41342694,49.58657306,10.9909507,11.2102914,9.221910573,9.360169401,7.878688936,7.792660978,2.543650357,213286,2.878065381,50.81795726,51.52569068,55.98799896,58.98699951,57.48899841,47.49740561,5943592,86.72298591
"Zimbabwe",1.42e+10,349850000,-9.92e+08,14.77959514,12.2502399,-53.73043028,7.266279766,5.345211581,20.78375919,-15.39647464,5.320153517,74.71511722,2.228306158,51.33137047,48.66862953,10.98174942,11.51522846,10.39624487,10.58955628,9.279265161,9.472055344,2.955061803,249983,3.310478443,54.64699337,56.39632565,68.16000366,79.47100067,73.76000214,49.11718254,7132052,87.71987354
