"CN","GDP","FDINI","NFA","GDPg","GDPpcg","GCaFg","Ind1","ind2","Ser","ExGSgp","ADRold","ADRyoun","PPg","PPf","PPm","PP1519f","PP1519m","PP2024f","PP2024m","PP2529m","PP2529f","PP65above","PP65afnum","PP65af","PP1564m","PP1564f","Lab1524f","Lab1524m","Lab1524tot","Labf","Labtot","RFtoMlabpartcp"
"GambiaThe",8.33e+08,2.3e+07,-11500000,0.900000083,-2.179213122,5.255124291,2.880759858,2.822105316,5.573804204,0.505576208,4.537158834,88.62995872,3.099282897,50.49443361,49.50556639,10.65614906,10.85057239,9.034208722,8.938187969,7.439098503,7.80167037,2.348825665,21673,2.23800299,50.78609248,52.73200965,37.04499817,45.66500092,41.32300186,44.01564952,616249,74.66662903
"Georgia",1.65e+10,1.82e+09,-1.79e+09,4.62333166,5.99884635,25.82105783,4.648861059,2.870498515,4.912199951,0.359925692,21.61777571,27.60752973,-1.306162779,52.30102341,47.69897659,5.656160173,6.827557669,6.941431255,7.821249879,7.850656825,7.006276694,14.48667024,334968,17.18437656,68.06347909,66.05518471,27.4260006,52.05699921,40.10300064,45.69137431,2038910,73.36663949
"Ghana",3.91e+10,3.36e+09,-3.84e+09,3.985865624,1.608950017,19.01619696,0.783686549,-0.819429281,5.52779801,-5.83211356,5.928223261,67.63650041,2.312336047,50.30246002,49.69753998,10.20681735,10.78684765,9.111132133,9.498598293,8.110152925,8.24908535,3.41556921,507612,3.742668293,56.88068458,58.34155494,52.44499969,56.02999878,54.27000046,49.61604395,12626315,93.97135961
"Guinea",8.77e+09,-73800000,3.98e+08,3.707451613,1.345307677,5.450226513,7.544120548,6.94912382053846,1.233228872,6.601667374,5.653686951,79.22174323,2.304039644,49.90420576,50.09579424,10.57519485,10.76535344,9.031346628,9.190954107,7.678305869,7.576933137,3.058106177,193380,3.282385465,54.11169813,54.06907675,50.0320015,39.24499893,44.58000183,48.92721603,4347427,95.48894573
"GuineaBissau",1.05e+09,28900000,74100000,0.964560752,-1.624224635,58.18558973,2.784222738,0.29728647,7.411940145,2.47423381,5.147336172,75.66941459,2.597498319,50.8670758,49.1329242,10.4758867,10.77121575,9.587223111,9.618496346,8.197941286,8.374694561,2.846714229,27821,3.169274408,54.81585266,55.77642723,49.0870018,52.02500153,50.54299927,47.06150672,716881,83.51265258
"Haiti",8.78e+09,9.9e+07,-7.01e+08,2.810148498,1.442032508,2.975081309,5.492493592,2.72572402,3.640839596,4.534973098,7.47489176,55.75458113,1.339654191,50.543123,49.456877,10.33165502,10.75334129,9.714474456,9.880657404,9.086939825,9.048432206,4.579376278,269679,5.046714281,60.77103174,61.74519126,31.88699913,38.72999954,35.32099915,47.90029083,4682458,87.37885701
"Honduras",1.98e+10,1.7e+09,-1.29e+09,3.058080562,1.286505407,9.377573348,1.196368451,3.032307989,2.934377652,3.358464969,6.957351187,54.38673352,1.733953002,50.15212484,49.84787516,10.77316084,11.19159775,9.957340493,10.2603044,8.955537261,8.809718952,4.312120398,207791,4.703274576,61.63305972,62.32353185,33.47100067,72.98899841,53.50799942,36.21125545,3833217,55.18093968
"India",2.04e+12,3.46e+10,-3e+10,7.410227605,6.140334036,7.693622236,7.000633488,7.895669766,9.661402301,0,8.417708867,44.51838826,1.189328211,48.15541856,51.84458144,9.320247127,9.618287522,8.967132478,9.178779046,8.663419038,8.606900735,5.504069363,37378723,5.999184889,65.35730722,65.41852202,16.90500069,50.07500076,34.33000183,24.37846733,494963721,34.2135803
"Indonesia",8.91e+11,2.51e+10,-2.97e+10,5.006668426,3.731244892,5.657952324,4.232211488,4.644275929,6.017141862,1.074639597,7.523524486,42.07385697,1.222048631,49.61165654,50.38834346,8.593832652,8.939683496,8.454943995,8.627117818,8.353660283,8.319771718,5.029181936,7133400,5.635720249,66.97159964,66.71864569,38.31100082,58.65599823,48.71500015,37.54717941,123063758,60.259412
"Kenya",6.14e+10,8.21e+08,-5.94e+09,5.357116778,2.61606794,10.85102409,6.085098696,2.518706852,6.036152716,5.837557189,4.56521634,75.00472488,2.636116355,50.29719551,49.70280449,10.76287147,10.97554301,9.20638323,9.326347995,8.701789027,8.653022307,2.542305415,644803,2.785457766,55.33202083,56.04098526,33.40100098,38.51499939,35.9640007,48.11820782,17609968,89.78298949
"Kiribati",1.79e+08,1234303.406,1.03e+08,0.893016655,-0.863463374,,13.5328439650649,1.58400103792208,4.37706848319481,,5.956668044,57.06653285,1.75626566,50.71974361,49.28025639,10.42072006,11.06497896,9.080199204,9.646721658,8.849411203,8.635738893,3.653877492,2424,4.326794352,60.65438245,62.01024579,,,,,,
"KoreaDemPeoplesRep",,78762000,,,,,,,,,14.02989888,31.07244775,0.520483861,51.10344387,48.89655613,7.494775358,8.211968728,7.616042223,8.26535998,7.711017587,7.131457801,9.668967597,1562290,12.17179647,70.57039478,67.33480438,75.92099762,73.93800354,74.90899658,47.84221964,15899672,85.68604433
"Kosovo",7.39e+09,2e+08,-1.88e+08,1.198070976,1.325832291,-5.155083285,-0.747178604,-1.299591197,2.659134748,6.352018221,,,-0.126169138,,,,,,,,,,,,,,,,,,,
"KyrgyzRepublic",7.47e+09,343010700,-7.88e+08,4.024038629,1.957996974,15.69318665,5.718153713,-2.856674097,6.986355502,-6.221262938,6.590249564,47.37053034,2.006107899,50.44623267,49.55376733,8.851956248,9.389990966,9.882147618,10.31520016,9.994670655,9.817850769,4.280477529,152125,5.167674716,64.8893331,65.01269631,34.22800064,54.02000046,44.2859993,41.2403773,2520862,67.06336602
"LaoPDR",1.33e+10,9.13e+08,-1.45e+09,7.611963441,6.272785911,10.97095306,7.309715889,9.75095533,8.107904885,7.034,6.179543575,54.98196967,1.252258549,50.17316497,49.82683503,10.81703682,11.18256619,10.46665911,10.75120102,9.096449408,8.937374492,3.83437922,142250,4.31115214,61.74207445,62.35492859,65.19000244,58.84700012,61.98199844,49.90213831,3385901,96.59334373
"Lesotho",2.61e+09,94500000,-1.43e+08,3.121721844,1.755726732,13.27611696,-1.915524783,-8.408748542,5.773878603,-9.026949559,7.432656809,60.22971891,1.333495085,51.51678686,48.48321314,11.22593718,12.03128575,10.3551527,11.1092848,9.966011308,9.315114344,4.433109561,56252,5.088652482,59.0028702,60.24714141,37.48099899,52.18399811,44.86600113,46.79323034,909529,79.4774961
"Liberia",2.013e+09,7.2e+08,-9.13e+08,0.701141636,-1.694317586,0.264840889,10.8048436,1.65609896,4.930372601,1.0565,5.580674331,78.57692301,2.407530433,49.6122525,50.3877475,10.37084542,10.53585771,8.600787661,8.700744035,7.72650659,7.674213521,3.030379638,71373,3.276475236,54.00038962,54.60704837,30.00200081,30.76499939,30.38899994,48.27582289,1408295,92.99746224
"Madagascar",1.07e+10,3.51e+08,1.14e+08,3.315854165,0.562544448,1.193647311,8.509782654,4.44389804538462,2.053227406,8.62584993,5.101897781,76.18583079,2.701097451,50.15371899,49.84628101,11.11683798,11.14384261,9.186393457,9.194994284,7.629651294,7.590404695,2.814254347,359426,3.037960518,54.95484723,55.36578363,74.78600311,78.85500336,76.81600189,49.03609521,11931417,94.22133098
"Malawi",6.05e+09,5.98e+08,-7.39e+08,5.700000004,2.655168323,3.608498048,4.695214654,5.528345935,5.782017221,24.15712603,5.773668778,86.45189394,2.922940174,50.4945445,49.5054555,11.17623594,11.40788539,9.640401391,9.758561118,8.174029699,8.074957256,3.00359052,292345,3.391932921,51.66526509,52.37213117,62.63999939,66.92199707,64.77799988,47.96427723,7254868,87.95281746
"Mali",1.44e+10,1.44e+08,-4.84e+08,7.043356204,3.982606553,113.3005374,12.7568697,,5.203514738,-3.203784898,5.198933303,96.9259532,2.901031009,50.00183342,49.99816658,10.3379048,10.57008299,8.520282046,8.645135852,7.13143176,7.050595055,2.572139133,243715,2.873408728,48.98680787,49.96195355,52.96699905,67.54399872,60.32300186,42.96263337,6292915,73.06970272
"Mauritania",5.39e+09,5.03e+08,-1.52e+09,5.579543856,2.520430662,-14.83421735,6.268795711,-14.17666585,8.902232428,2.712404209,5.482832501,71.67032474,2.940253677,49.66641871,50.33358129,10.25645472,10.41524893,9.040198533,9.222447104,8.114611444,7.932493298,3.094967421,72428,3.588374396,56.55916344,56.33601152,22.20700073,42.73699951,32.63000107,31.16725808,1194603,45.3084295
"MicronesiaFedSts",317999400,20209300,37800500,-2.156058931,-2.450489096,,-28.33213606,0.86605544,-1.38121547,,6.858497378,56.42522998,0.301371806,48.81038212,51.18961788,12.43722304,12.53896714,11.01329394,11.51549296,9.800938967,8.675529296,4.200355718,2410,4.74643033,61.38591549,61.09108813,,,,,,
"Moldova",7.98e+09,341850000,-500810000,4.799999749,4.863915898,6.799999105,7.500000698,8.099994996,3.900234682,1.000000102,13.28879791,21.2327394,-0.060970101,51.93449035,48.06550965,5.989780953,6.697099275,8.222595449,9.223073915,10.97301705,9.770733784,9.878575576,219846,11.90287174,75.3923225,73.3619719,16.69799995,21.73800087,19.26300049,48.71079908,1236929,85.64616338
"Mongolia",1.22e+10,3.38e+08,-1.97e+09,7.885225482,5.863633873,-30.06406573,12.65383985,4.184714438,7.776635602,53.16651544,5.683592577,41.8307974,1.891614201,50.46612433,49.53387567,7.921234933,8.235956142,9.471136057,9.85514251,10.63777342,10.29074708,3.852907217,65206,4.419014108,67.77404165,67.80542947,27.37100029,37.80599976,32.64300156,45.55099079,1262326,80.77792457
"Morocco",1.1e+11,3.53e+09,-5.63e+09,2.669493927,1.18559229,-2.196842222,3.479548723,4.126464543,2.347305337,9.009302869,9.517752244,42.17835765,1.447904251,50.55922991,49.44077009,8.411505761,9.013612559,8.82571339,9.236025005,8.493005828,8.583017885,6.274223017,1169623,6.740969952,65.36938548,66.46097392,17.47100067,51.14599991,34.60100174,26.05425699,12198022,33.49620563
